score,title,date,text
10/10,"""Barbie"" should be the only movie I can give 10/10 this year.",07 2023,"""Barbie"" should be the only movie I can give 10/10 this year. Both the rhythm of the plot, the tribute to the toy are perfect. Also, from feminism and women's own awakening to the awakening of self is the perfect theme. The plot in the middle of the movie is also very funny and the musical cooperation makes the whole comedy level of the movie to a higher level. By the way, the clothes, buildings, stage properties is a great tribute to toys. In the video, you can see the different Barbies is or was sold in the market, and each Barbie is very distinctive and easy to identify. Let's hope Mattel releases more and better Barbie in the coming years. I really hope you guys could come to cinema and see this movie."
9/10,Barbie Is Quite Insightful,07 2023,Warning: Spoilers
1/10,So bad,09 2023,I really wasn't expecting much from this movie when I decided to watch it but I thought at least I would have some laughs right? That did not happen...
10/10,I loved it!!,07 2023,"I loved this movie more than I thought I would!! I laughed, cried, and honestly loved the message. All the niche references made me smile, too!!"
8/10,Fun filled with depth,07 2023,"Greta Gerwig hasn't missed yet with a film but this film is her first larger budget film. Similar to The Lego Movie, this film appears to be a harmless, funny commercial with a simple message but also like The Lego Movie, great writing and performances make it a heartfelt film with strong themes and messages."
10/10,One of the best Comedies Ever,07 2023,Absolutely AMAZING!!!!
8/10,Is great life action Of barbie,09 2023,Wow If this film is spectacular and weird And I loved every single second of it I also think the cast was perfect especially ryan gosling Marga robbie If you want a film Makes you feel everything that has to do with happy I highly recommend this film I Also the Is over all message of the film Was pretty positive and great And no humans Are definitely not perfect And I just think that's the Positive message anyone could say in a film I definitely hope this film gets a sequel And I also think that it was very clever the way they Is made this Is film self aware And even the greater appeared herself Highly recommended.
1/10,"Failed to be funny, failed to be exciting",08 2023,"It was one of the worst movies I've seen. I just tolerated it because I was with my family otherwise would leave the theater. Jokes were not funny. The message were poorly articulated. Nothing exciting except the decorations. It significantly lacks depth and can perpetuate certain stereotypes or unrealistic beauty standards. However, opinions on the movies vary, and some viewers enjoy them for their entertainment value and positive messages. It ultimately depends on personal preferences and perspectives. To me it was not funny, nor entertaining. It is a waste of time. No wonder many watchers left."
10/10,I was unprepared,07 2023,Warning: Spoilers
8/10,A beautiful portrayal of negativity of real world with humor,07 2023,"It was beautiful and brilliant, didn't expect it's gonna be too good. Greta tells the -ve side of the real world beautifully wrapped in humor and childhood nostalgia for many."
9/10,Very entertaining,09 2023,Warning: Spoilers
5/10,mixed bag,07 2023,I found this to be a mixed bag.
8/10,There seems to be a lot underneath the surface,07 2023,The most basic touchstone for a movie that I can think of is -- is this worth seeing again? For Barbie the answer is yes. There is so much going on in the background of every scene and such incredible detail and craftmanship. I can imagine Oscars coming for set design or costuming or those kinds of awards.
4/10,Such wasted potential,07 2023,Warning: Spoilers
10/10,An absolute feast for your senses - Hollywood is coming of age . Finally.,09 2023,The movie that breaks all norms and once again proves that following the norm does not get you anywhere. The emotional roller coaster with a colourful palette is an absolute masterpiece of story telling with strong social messaging. The songs touch the right emotions and at times; the audience were visibly tearful. Barbie represents every one of us . All the characters shine through and the actor and the story is bold. Mattel have proved to be visionary in being bold and addressing the shortcomings of their marketing . This takes a lot of guts. The movie absolutely hammers home the point - representation matters. And there is a Barbie in each one of us.
10/10,The most fun I've had at the movies in AGES!,07 2023,"I absolutely LOVED this movie! It was everything I could have ever wanted it to be and THEN SOME! Fun, empowering, intelligent, socially relevant, deeply moving and by far the pinkest movie l've ever seen! An all around an amazing experience and there's something in it for everyone! All genders, all ages, everyone can appreciate it. The entire audience seemed to have a blast throughout the movie. Everyone was laughing during the funny bits(and there were A LOT of them) and during the heartfelt, more emotional moments you could feel the energy shift and the messages the movie was trying to convey really being taken in. Amazing cast, excellent cinematography, fantastic soundtrack, you definitely want to see this one!"
8/10,Barbie,08 2023,"Okey, I get it now."
4/10,A Missed Opportunity for Empowerment and Inclusivity,07 2023,Warning: Spoilers
10/10,Hollywood Discovers Camp - Is It Dead or In Demand?,07 2023,Warning: Spoilers
3/10,Definitely Not For Kids,07 2023,"I've just taken 2 nieces, 9 and 14, to see Barbie. They both hated it... really, really hated it!! And, me: I'm just stunned. I've no idea what I've just seen."
10/10,I don't think I've seen a movie that was more emotional,08 2023,Warning: Spoilers
10/10,Loved it,07 2023,"This movie is amazing. It perfectly describes womanhood in a way few movies that I've seen has. It shows how different women and men are treated and also the feeling of growing up as a woman. I started to miss all my childhood Barbies that we gave to my little cousin now. It's also completely hilarious and the cast is absolutely perfect. Almost No one else could play Barbie and Ken as good as Margot Robbie and Ryan Gosling has. Even though it's technically about Barbie's DOSENT MEAN that it's aimed for children. It's perfect for women of all ages, and for men to learn more about what it's like to simply grow up and simply exist as a woman."
5/10,Not so good...,08 2023,Warning: Spoilers
9/10,Exactly what it should be,07 2023,"Barbie was the perfect combination of light weighted fun in Barbieland with greatly timed one-liners, other clever barbie-themed aspects of barbies reality vs 'the real world' and a deep (not so hidden) meaning behind modern society, the patriarchy and feminism."
3/10,Worst Barbie movie,08 2023,Warning: Spoilers
10/10,Men need to watch this,07 2023,Warning: Spoilers
10/10,Perfection,07 2023,"The duality of being perfect and yet still not being enough is portrayed so well here. This movie is about being able to relate to the constant evolution of the human condition, specifically in a way that centers growing up from being a naive child to being aware of yourself and the judgement of others. This movie does center women, but any individual claiming this movie is a misandrist anthem has no idea of even a notion to what the point of this movie was."
10/10,Incredible,07 2023,"Barbie was by far one of the best movies i've watched in 2023. From the acting to the costumes, it was all just so amazing. I have no words to express how i feel after watching Barbie. It had to much emotion built into it. Margot Robbie had such a speechless performance. Greta Grewig is the writer and director that can make a movie that has so much emotional value and meaning. It gives you a look into being a woman and the struggles but also about finding who you are as a person. I enjoyed this movie like no other it was hilarious and an emotional rollercoaster. I hope we can see a sequel to Barbie. The movie deserves all the love. Go watch it now!!!"
1/10,O tempora o mores,08 2023,Warning: Spoilers
1/10,A plastic product.,07 2023,"I thought the first half of the movie was hilarious and well done, but the last act of the movie is where it lost me. Instead of trying to communicate a message, it really felt like it was preaching way too much. Instead of showing, it tells you what to think in the last act of the movie."
10/10,Loved Barbie. It was amazing,07 2023,This movie was so much lively and joyful. Also filled a lot of pink It was so amazing. It's like dream world
10/10,Best movie ever!,07 2023,"Didn't watch the trailer and went to see the Barbie movie, thinking it would be a regular comedy about a doll. I liked the idea of dressing up in pink with my daughter and going to a girly movie. But I was very surprised when I found out that there was a deep meaning hidden in the pink world of Barbie Land! The movie touches on women's issues: being always perfect, managing everything, being beautiful, perfect mothers, cooks, careerists and wives. The movie also shows men who don't know who they are without their women, cars, jobs. I cried, I was moved by the dialogues. I loved the movie! I was especially impressed by the moment at the bus stop, when Barbie sat next to an old lady and praised her for her beauty. The old lady smiled and said: I know :) It was so cute and wise! It made me realize that growing old is not scary if you love yourself as you are. You don't need to chase youth, there is beauty and dignity in every age. I am grateful to the directors Greta Gerwig and Noah Baumbach for making the Barbie movie not only a fun comedy, but also a deep drama about finding yourself and your place in the world. They showed that Barbie is not just a doll, but a heroine who can be anyone and do anything. They also honored the memory of Ruth Handler, who gave millions of girls the opportunity to dream and strive for the best. I think that the Barbie movie is not only a movie for children, but also for adults who want to go back to their roots and find their inner beauty. I recommend this movie to everyone who loves Barbie or just wants to watch a good movie with an important message."
4/10,Writers were lost with this one,07 2023,"If you want to educate yourself on patriarchy, read Virginia Woolf. The creation or viewing of this movie are horrible ways to raise your awareness about women's rights. It feels like writers were out of ideas an hour into the movie. The movie tries to have some sense of humor but hurts the main idea more than defending it while trying to make jokes about stereotypes of today."
10/10,Movie of the year!!!,07 2023,"I Love this one so much!! Movie of the year!!! Most men here will criticize and give it a bad grade, but you have no idea how much a film like this can touch the heart of every mother, daughter and girl who loves Barbie dolls in the whole world, it is moving to watch all of this, besides that final scene only serves to show the struggle that women have always suffered their whole lives and that their daughters and those who will come in the future will suffer. A film that sends such an important message is extremely important to us. I laughed and cried so much, was such a lovely experience, i wish i could watch again but this time with my mom."
4/10,"Engaging start in Barbieland, but it started being a drag after that.",07 2023,Warning: Spoilers
10/10,Amazing. Gorgeous. Stunning. Depressing.,07 2023,"This is the first movie I've ever watched that I cannot stop thinking about. The way that it perfectly describes how it is to grow up as a woman and lose your girlhood, while the weight of society comes down at you all at once is insane. Margot Robbie was quite literally the most perfect choice for this movie and I have never had such a sinking feeling in my chest while also loving a movie so so so much. The one problem is that it is so catered to women that the men watching literally just don't understand. The point of the movie, at least what I think is the point, is to show how women are still being put underneath men, but these men watching wont get the same reaction women do. They wont understand how true this movie is and how in a world full of Ken's, they should be an Allan."
10/10,"On surface an 8, underneath a 10",07 2023,"Barbie had to carry the weight of everyone's expectations (just what the movie is talking about), and people are disappointed because they expected barbie movie to be amazing, perfect and everything in between. The barbie topic, no matter how superficial it may seem, is not easy to grasp and hard to portray. I think Greta did an amazing job, both Margot and Ryan played their part so well, and speech from America made me cry with few tears, all that was said is what all women feel. Billie's song was cherry on top. An 8 on surface since I thought to myself - why would they include such badly executed cgi, and a 10, because um, it's barbie, it's barbie land... it isn't real life, and men should be glad that it's not."
9/10,Barbie,09 2023,Warning: Spoilers
3/10,The first half is great but the rest...,07 2023,"I honestly cannot understand those rating on here. The first half ot the movie is exactly what I expected from a barbie movie; it's fun, it's pink and it was just a great watch but then (oh lord) the second half started. Although I understand that the producers try to address certain issues in society but this has absolutely no place in a Barbie movie. I don't really enjoy it when a highly extravaganted issues is being shoved into my face. I honestly cannot understand how the producers thought that's the way to do it. It leaves a bitter taste behind and destroys the good vibes from the beginning of the movie. I'm extremely disappointed."
9/10,A hysterically funny and clever triumph from Gerwig,07 2023,"In the hands of another filmmaker, a ""Barbie"" film could have been a bland or soulless cash-grab just seemingly made to sell more of the iconic Mattel doll. But cinephiles know that Greta Gerwig's short-but-no-less-impressive track record of writing and directing is nothing short of superb, having made two outstanding films (2017's ""Lady Bird"" and 2019's ""Little Women."") Gerwig's films are always rooted in deep emotional affection and a profound understanding of womanhood with a level of emotional authenticity rarely seen in major Hollywood films. These levels of depth in her films are complemented by exceptionally clever and often funny writing. Needless to say, her take on ""Barbie"" is exceptional and certainly lives up to the seemingly earth-shattering hype. Gerwig and Baumbach's satirical screenplay is consistently hilarious from beginning to end, while depicting and analyzing themes related to feminism in a thoughtful and profound way. The film brilliantly threads the needle between being summer popcorn entertainment and being something far more original, creative, insightful, and clever than simply just that. The film's jokes come rapid-fire and are consistently hilarious in an intelligent way, even also poking fun at plenty of pop culture and film-related references that cinephiles will adore."
2/10,A Missed Opportunity for Empowerment,09 2023,"Barbie 2023 had the potential to be an empowering film, but it ultimately fell short of its promise. While the actors' performances were commendable, the overall message conveyed by the movie was misleading. Instead of celebrating feminine power, it seemed to portray a narrative of feminine revenge and hostility towards men. This approach left little room for nuanced exploration of gender dynamics and empowerment."
9/10,"Barbie (2023, Greta Gerwig) Great movie that walks a fine line between candy colored comedy and modern feminist exclamation point",09 2023,Warning: Spoilers
4/10,Barbie in two words: Stereotypical. Cliche.,07 2023,"Outstanding cast that tried to save a shortsighted and predictable storyline. Gosling once again shows that he's in a class of his own. Barbie started out fun but shortly into the film, the vibe changes and things take a turn for the worse. The room changes from lighthearted laughter, excitement, and anticipation to a tension one can sense easily. Our fun and bubbly Barbie soon begins to experience those all too cliche, hashed-out stereotypical mantras as she becomes an empowered woman. Sprinkled throughout are moments of goodness especially from Ryan Gosling and the soundtrack is killer as well. Seems like whoever made this movie had issues that they wanted us all to deal with instead of telling us a great story."
8/10,Barbie (2023) Greta Gerwig creates a magical world,07 2023,"Barbie was one of the most anticipated films of the year 2023. Many people made fun of him believing that he would be lame, and other people believed that he could actually be very good because of the cast and direction. Is it rough? In a way yes. But it's deliberately lame, they're living puppets, it's obvious that this is lame. The big complaint about the film is about the critics, as many people found it exaggerated and indeed it is, but again, it's on purpose. The criticism works very well, the characters work, the universe built here is incredible. Visually it is one of the most beautiful films of the year, a world all pink could be very strange, but it turned out beautiful and very convincing. Margot Robbie and Ryan Gosling are very good and manage to hold your attention, on the other hand, when they try to focus on other characters, the quality is not the same. Some characters don't work, particularly the businessmen who are featured in real life. Overall, this film is great and has earned its place among the best and most memorable films of 2023."
5/10,Everything is war(minor spoilers),07 2023,Warning: Spoilers
10/10,barbie (2023) review,08 2023,Warning: Spoilers
10/10,Thank you,07 2023,"Thank you for this movie ! It's beautiful by the décor, costumes and music, but so much more beautiful with the message. We do need that kind of movie in our world."
8/10,"""Sex Education"" with Barbies",07 2023,Greta Gerwig's Barbie is perhaps one of the most ambitious film in recent history. The fact that a filmmaker decides to make a film on such an idea which is equally popular and problematic is brave.
10/10,Probably the most subversive movie I've seen,07 2023,"Well, English is not my first language so I'll try my best here."
10/10,Barbie the Movie is awesome,07 2023,"I didn't have a lot of big expectations for this movie, so imagine how happy and surprised I was about how much I enjoyed it! It's silly, and fun and then BOOM- existentialism! While I wouldn't recommend this movie for under 10- there's A LOT of innuendo that will probably go over many younger viewers heads, but there are a couple parts that might not be best for the littles, IMO. The soundtrack is amazing and the story is a lot deeper than one would expect! Margot Robbie is a delight, as is Ryan Gosling. The entire cast is wonderful! Issa Rae never disappoints and her role as President Barbie! A truly fun summer movie!"
8/10,Such an empowering movie!,07 2023,This movie has such a powerful message for women everywhere! The set is amazing and the movie is so funny. The writing is so clever and funny! It made me feel so powerful and validated! I really enjoyed it! Margot Robbie is the perfect Barbie! And Ryan Gosling is the perfect Ken! I feel like the chemistry between them and all of the other Barbies and Kens were great! I loved how there were different type of Barbies in the movie! Being a woman is amazing and powerful and I hate how the world doesn't respect us or take us seriously. There was some slow parts and jokes that didn't land for me but overall it was a great film!
5/10,Overrate,07 2023,"I love greta's movies and I was enjoying Barbie until 3/4 of the movie. The last 1/4 was BAD. I'm giving it a 5, which I feel generous."
8/10,"Genuinely funny movie, with problems",08 2023,"A fun experience leading up to Greta Gerwig's ""Barbie"" was, of course, the marketing campaign and the internet excitement leading up to the film. To me, the success of the movie is so fun since everyone, at least where I am from, was so excited to see it. Thankfully, it think it was worth it. The film succeeds on some levels, most particularly the comedy, performances, and production design. The soundtrack with countless artists and produced by Mark Robson is very fitting as well."
10/10,She's more than just barbie!,07 2023,"The barbie movie is AMAZING. Like perfect cast, amazing references. Like Taylor swift level of references and Easter eggs. It's so clear that it's been made by women (or majority women) all departments, everywhere I hope it wins awards. I've never felt this way for a movie before but it defs was hyped up for a reason. It's a barbie movie made for everyone but it's not like a typical barbie movie (which I still love) it's so much more, once I heard Billie eilishes new song I knew it was gonna be GOOD and in depth with its story line and it was. The whole team and makers of this movie hit the nail on the head. It's genuinely become my favourite movie."
10/10,Literally the best movie ever,07 2023,Warning: Spoilers
10/10,Wonderful,07 2023,So many positive messages for women and men alike! Barbie has an existential crisis and Ken embraces the worst of the patriarchy. Both just seeking deeper meaning - what were they made for? Meaningful subtext while being wildly entertaining!
4/10,One dimensional characters limit this film from reaching its potential,08 2023,Warning: Spoilers
10/10,Really good,07 2023,"As expected ""Barbie"" is A lot of happy fun! 💕 Greta Gerwig is a director I've really come to appreciate & LOVE. Greta is one of the most wholesome filmmakers working today. ""Lady bird"" is my favourite coming of age story in film and similarly, I have to say right off the bat-this film is ridiculously hilarious. Tongue and cheek? Sure. Just exceptionally written characters also. The quirks between Margot Robbie (Barbie) & Ryan Gosling (Ken) are just magic together on screen."
10/10,"against the odds its a very good movie, not only for children",07 2023,"I went into the theatre thinking this is gonna be a little girls movie, about dolls and weird stuff. I thought it was gonna be a boring almost 2h movie about dolls, but oh boy was I wrong.not only was the theatre almost full on the third day of it airing, it was also: funny, inspiring, sad, and at times pretty confusing. It pretty much all felt like a fever dream, but in a good way. It also contained some jokes that were definitely for the adult/young-adult audience, but they were okay for teens like myself and the friend group i went with. Like, Barbie casually drops the word 'vagina' and Ken is talking about his genitals in a non-direct way, but the intention was still there. Some jokes landed pretty flat, but the big majority was very fun. Also the word 'patriarchy' was used way too many times by Ken (Ryan Gosling) and it felt almost annoying. The movie featured songs by the artists: Lizzo, Dua Lipa, Billie Eilish, Nicki Minaj and unfortunately Ice Spice. The soundtrack was absolutely incredible, maybe exept Ice Spice's song that was only heard at the credit roll, right at the end. We all know the movie was carried by the amazing Margot Robbie and Ryan Gosling, but I'd say Kate McKinnon's caracter and acting In conclusion this is a pretty good movie, and if you have the opportunity you should watch it."
10/10,Greta Gerwig Makes A Perfect Movie,07 2023,"I went into Wednesday expecting to write things like ""the greatest weekend in cinema"", ""Oppenheimer brings cinema to the screen again"", ""Barbie wins the weekend""... But this is so much more than that."
9/10,Barbie and Ken have reached the summer box office,07 2023,My mom aunts and my sister and my cousin Emily and Maddie grew up with Barbie and Ken for almost their entire childhood to adulthood. After seeing the Barbie movie it made me laugh and see what it's like to grow up with a doll that my sis played with all the time when I was a toddler . I remember my sis having a giant Barbie toy when she was about 4 and she played with her all the time and dressed her with her clothes . But now that Barbie reached theaters my sis and mom realized Barbie is more then just a toy she's the fashion model to all Barbie's from the 60s 70s 80s 90 2000s to now .
10/10,Not what I expected,08 2023,"Originally when I went into the cinema my expectations were quite low however I was pleasantly surprised. Everything from the set, the dances, the music, the costumes and the actors were phenomenal. Credit to Ryan Gosling, he fulfilled his role as Ken so well and his interactions with Margot Robbie were top notch. I loved the amount of secret cameos that went into when making this movie. This piece of media will go down in history as it has been so well done and the message(s) in it were very much prevalent. I couldn't be happier, I adore this movie and I cannot wait to watch it again at home."
9/10,Great comedy that makes some strong points,08 2023,Warning: Spoilers
10/10,Absurdist Feminist Masterpiece,07 2023,"With movies like Everything Everywhere All At Once and Beau Is Afraid having come out recently, Barbie is the next in a line of a clearly developing trend of absurdism, meta commentary, and surrealism to create a wacky, funny, beautiful, and touching film about some type of social commentary. With Barbie, we get commentary on feminism, consumerism, and existentialism. It leans perfectly into its brightly colored world and plasticky fakeness to help elevate its commentary and rich cast. The costume, makeup, and set design are lavishly created and I wouldn't be surprised if it won Oscars for all of these categories. The cast does a fantastic job, and I don't think there could have been a better Ken or Barbie. Greta Gerwig was always going to make this more than just a family movie. It's a feminist masterpiece chock full of over the top pop culture nods, perfectly timed comedic quips, and genuine emotional moments that make you think."
3/10,A rollercoaster that doesn't know when to end,07 2023,There were no highlights only lowlights but that won't stop you going to see this just to find out if I'm right .
8/10,"7.5, fun movie, but lacks depth",07 2023,Warning: Spoilers
4/10,I thought it was pretty to look at but super clunky,08 2023,Warning: Spoilers
10/10,Heartwarming Mother and Daughter movie,07 2023,"My 20 year old daughter and I loved this movie so much. It was adorable and funny and surprisingly heartwarming. I really think anyone would enjoy this though. It had such a sweet simple message done so colorfully. Perfect casting. Margot Robbie literally is a doll. And Ryan Gosling is a combination of hot and funny. We wore pink of course and saw some cute outfits. A couple Ken shirts. While we were leaving, still teary eyed, seeing the mothers, daughters, friends and sisters all wearing pink, it was so touching and we thought how lucky they were to be able to watch Barbie for the first time. I still feel emotional hours later thinking about it. Highly recommend."
9/10,Barbie can be anything!,09 2023,"This movie wasn't just a plastic fantastic teenage movie, or rather it wasn't at all plastic but rather fantastic, and was actually deep and with a ton of messages and pointers about being a daughter, a mother, a Woman, a human being . I laughed at times, was blown away at times because it really mastered the sparkle and magic of the universe of Barbie, but I was also touched to tears at time- and I left the cinema with a feeling of having seen something important. A thing I actually hadn't expected. This is not just a movie about Barbies, but a movie about starting life with dreams, expectations, innocence, naïveté and how those things just doesn't always match reality- it's about making choices of who we want to be/ not wanting to be. Barbie can be anything (poor Ken is just Ken- a really relatable feeling being a woman living in a man's world)- do we want to be the product or do we want to make an impact of the product?"
10/10,Loved It!,07 2023,"Barbie is definitely one of the best films to bought out to cinemas this year, or even longer than that. It had us laughing from the start to finish, crying in some moments and scenes so overall it was an emotional rollercoaster. Greta has done a great job and balanced a mix of fun and hard truths about the world we live in today. For people say this isn't worth watching, clearly don't know how to let a film just transport you away into its world for a moment, absolutely brilliant film, I'd pay to go and watch it again. Well done to Greta, Margot, Ryan and all of the cast & crew for a fantastic watch!"
3/10,"Very bad, but still Watchable.",09 2023,Barbie - The 2023 hyped film thats really not so good as the high imdb says. Its not worth its rating at all.
10/10,screaming crying throwing up,07 2023,"This movie is not only an actually funny comedy with an amazing script and good jokes, but a seriously intense story of womanhood, girlhood and motherhood that portrayed how much the patriarchy affects everyone. As a girl, this movie resonated with me and every single line about being a girl in this world hit me hard, but it was so beautiful. I've seen men say that this movie was 'feminist garbage' or 'over-exaggerated' but it honest to god wasn't. Not only this, but while being a movie that accurately represents the feeling of not knowing who you are or what you are going to be (aka girlhood) it was pro-men and not in a bad way. Somehow, a movie so strongly empowering women also gave men feeling and hurt. This made the movie so honest and just good. I could go on for hours about how much this movie means to me, and that it's something with messages that will stick with me forever."
8/10,BARBIENHEIMER,09 2023,"I did not have incredibly high expectations for the lengths that some may have felt this film will go into, maybe because of it being sided with Nolan's Oppenheimer, but you should maybe your readjust your expectations a bit before going into this to enjoy the full experience. What I mean is that there are hints of the graceful indie style of directing Gerwig presented in her previous works, but it is mostly set up as a blockbuster comedy, but one that is still really enjoyable."
10/10,a love letter to women,07 2023,Warning: Spoilers
5/10,Not for me,09 2023,"If you are a girl and under 12 definitely go watch this movie. If you are anything else read my review: Not sure what i was expecting before, but I was clearly disappointed in the plot. A boring start with some interesting moments during the middle, and a super boring ending. Maybe the visuals were indeed nice, but thats not enough or at least should not be. Margot is indeed worthy of the role, great acting, for that reason the 5 stars are more than enough. Glad that I did not pay for the advertisements and the propaganda ;) So in order to summarise, its not something i would recommend , the rating is over buffed, and the 2 hours of the movie is way too much."
8/10,FuN ( from a Cinematic POV ),08 2023,Warning: Spoilers
9/10,"It's a fun movie, don't over-think it",08 2023,Warning: Spoilers
10/10,what an amazing movie,07 2023,"More could you want from a movie? How about Kate McKinnon, Issa Rae, and Hari Nef all playing Barbie variations, like Weird Barbie, President Barbie, and Doctor Barbie. Plus, Kingsley Ben-Adir, Simu Liu, and Ncuti Gatwa are all playing Kens. Will Ferrell plays the CEO of Mattel, the company who first brought us Barbie and her Dreamhouse. The film focuses on what happens when the perfect doll has an existential crisis, and Mattel's pursuit to stop Barbie from changing the real world forever. Greta Gerwig ('Lady Bird') directs a script she co-wrote with partner and fellow filmmaker Noah Baumbach ('Marriage Story'). Drop by the Dreamhouse in your pink convertible when the movie premieres in July 2023."
8/10,A shrewd satire?,07 2023,"Is Barbie a shrewd satire? Despite the existence of two divided factions, in this case, men versus women, which is somewhat comical given that the dispute revolves around whether Barbie's message is ""correct"" or not, the film can be appreciated by both female and male audiences. The work addresses highly delicate themes that are complicated to consider in today's society, as they inevitably generate controversy."
5/10,Fun for some and Kenough for others,07 2023,"This film has certainly grabbed the headlines and produced some very positive reviews which encouraged us to see for ourselves. We were a little disapointed in the end. Whilst it was watchable and had it's humerous moments, we somehow expected more from it. It's very much in the mould of a Hollywood film with lots of obvious cliches. There were quite a few teenage girls in the cinema with their mothers, which could be the ones who enjoy this film the most. It's been described as a 'fun' film by many, which I can understand. Margot Robbie and Ryan Gosling play their parts well and add to the charm of the film. I would hesitate to recommend this, other than to youngsters or 'young at hearts' who love Barbie dolls and want see a fun film with lots of pink sparkle."
9/10,This movie is kenough.,08 2023,Warning: Spoilers
1/10,"Marketing con, the worst film I've seen in years",08 2023,"A word of advice. Don't waste your money and time going to see the Barbie movie. Went with the whole family (including my 12 year old daughter and wife) and they asked to leave before it was over, it was that bad. I think it's been 30 years since I walked out of a movie theater because the movie was so, so bad. I don't know how it's been so successful. Marketing at its best (or worst). It's boring, disjointed, and sexist (to both men and women). It's an unwatchable mess, and by the last 20 minutes we cared so little about the characters, that we just left. It's horrendous. Save two hours of your life and don't bother watching."
8/10,I'm Just A Ken,07 2023,I have successfully completed Barbenheimer and what a wonderful weekend for cinema it was. Every so often is their polar opposite releases but none ever this big. I saw packed theatres consistently on both days which was an amazing thing to be apart of. It felt very much like the old days of going to the theatres for any movie and the auditorium being absolutely packed!
10/10,Great for adults and children,08 2023,I saw this movie with my wife and daughter today and all of us agreed this was a fantastic movie. There were very progressive messages for children. I love the 2001 space odyssey intro.
8/10,Barbenheimer.,09 2023,Warning: Spoilers
2/10,A Barbie Disaster - 2023's Biggest Letdown,09 2023,"I had high hopes for the 2023 Barbie movie, but sadly, it turned out to be an absolute disaster. It's hard to believe that a franchise as iconic as Barbie could produce something so disappointing."
8/10,Let's Go Party With Barbie,07 2023,"Welcome back, Streamers! The most anticipated movie weekend of 2023 is here. It's Barbenheimer. If you haven't followed it, there's this ridiculous internet debate over which film will reign supreme between Greta Gerwig's Barbie and Christopher Nolan's Oppenheimer..."
5/10,Barbie' Dissected: Between Empowerment and Convention,08 2023,"Describing this film is quite a challenge, as it falls into a peculiar realm for all the wrong reasons."
10/10,IM BAD LIKE THE BARBIE IM A DOLL BUT I STILL WANT TO PART!!! 🌸💓🎀👙💄,08 2023,"Everything about this movie was incredible. The casting was on point, the sets are eye catching, the soundtrack is delectable! I can not express how much this movie has impacted my life. After seeing it not once, not twice, but three times it gets better and better every time. This movie is so hilarious while also being profound and thought-provoking. I left the theater crying all 3 times, each time shedding more tears than the last. Watching it with my mother was truly a special experience as I got to see how the themes of the movies impacted her as well. I think about this quote at least once a day,"" Mothers stand still so their daughters can look back and see how far they've come."" I would recommend the Barbie Movie to anyone and everyone!"
10/10,Such a sweet fun movie to watch with the whole family!,07 2023,"The Barbie movie is a such a sweet, fun movie. And absolutely hilarious. The whole theater was laughing. We laughed. We cried and we all danced. But we were lucky to have the best crowd at our showing which made the experience that much more enjoyable! So I highly recommend that you go to a good area to watch it. The people around can either make or break the sweet experience. It has been a long time since I've watched a movie that was actually clean and fun. The story is so entertaining. And the ending was absolutely amazing. The writers did an amazing job and the cast was absolute perfect in every way! God watch it. But get in your Barbie glam first!"
8/10,One of a kind movie,07 2023,"Barbie has exceeded the expectations of many viewers, what we thought was going to be a movie for ""kids"" has ended up being a movie full of social criticism, satire and a great sense of humor. The female empowerment that Greta Gerwig presents to us is relentless, showing various situations in which women find themselves involved on a daily basis, as well as various cliches that surround them."
1/10,Terribble,09 2023,"The Barbie movie is a film that fails to captivate its audience. The plot is lackluster and the characters are underdeveloped, making it difficult to become invested in the story The movie is slow-paced and boring, making it a struggle to sit through from beginning to end."
8/10,"Tune in for the fun, stay for the heart.",07 2023,Warning: Spoilers
10/10,Such a fun time for people not stuck in the 1950's,07 2023,"Barbie is such a fun time, the whole cast collectively deserve an award. Contrary to what some people are already claiming, this is not a men hating film, it is so much nuanced than that. In fact, by the film's conclusion it is clearly demonstrated why extremes wouldn't work, we all need each other and we need to learn how to coexist. I'm so glad this film had something to say. I can tell a certain faction of pea-brained individuals are absolutely gonna seethe when they see this film, and that just make me love it even more. I can't believe a movie like this got such a huge budget and is such a success."
10/10,Best movie ever,07 2023,Warning: Spoilers
10/10,Easily on of the best movies of all time and I am not joking though you think I am and I ken't believe it myself,07 2023,"I had high expextations for this Movie: Greta Gerwig and Noah Baumbach, Perfect Casting, Ryan Gosling and then the First Trailer: Our hopes for this beeing something special were high. Yesterday, I saw the movie. It was so great, just so great, My God. Ken is just it. He is just it. Kenough said. You Just Need to buy a ticket, or two and go See it. Some people might Not understand the Movie, maybe your friends or family sitting next to you dont like it. But that is okay. Because you Just wittnessed something special, a historic moment in movie history and you felt it. You know it for sure. And then Barbie ends and all you want to do is Watch it again. Thank you for Making this movie. I will treasure it forever. Thank you, it was so much fun. This is the kend of My Review."
3/10,Really Disappointed,09 2023,"Was very much looking forward to this movie. It's, unfortunately, terribly written. They needed to figure out how to get all the ladies who don't like Barbie on board so they went way over the top on the ""patriarchy"" at the expense of a real plot and good writing. So many cringe moments (the dancing Kens, Barbie turning into real person, the weird montage at the end) that just didn't make sense. Too bad, a good writer could have made this movie poignant, clever, funny and fun to watch. Instead, the script just pondered."
